Company Name,Country,Industry,Website
General Pharma,Bangladesh,Manufacturing Pharmaceutical Finished Products,generalpharma.com
Globe Janakantha Shilpa Paribar,Bangladesh,"Construction, Engineering, Electrical Cables, Information Technology, Printing, Media",www.globe-janakantha.com
Grameen Bank,Bangladesh,Financial Services,grameen.com
Grameenphone,Bangladesh,Mobile Telecommunication Services,grameenphone.com
Habib Group,Bangladesh,Conglomerate,habibgroupbd.com
Ha-meem Group,Bangladesh,"Composite Textile, Tea, Leather, Transport, Media",www.hameemgroup.net
IDLC Asset Management Limited,Bangladesh,Financial Services,http://idlc.com/
IDLC Finance Limited,Bangladesh,Financial Services,http://idlc.com/
IDLC Investments Limited,Bangladesh,Financial Services,http://idlc.com/
IDLC Securities Limited,Bangladesh,Financial Services,http://idlc.com/
IFIC Bank,Bangladesh,Banking,www.ificbankbd.com
Investment Corporation of Bangladesh,Bangladesh,"Merchant Banking, Mutual Fund, Financial Services, Investment Banking",icb.gov.bd
Islami Bank Bangladesh Ltd,Bangladesh,Bankingfinancial Services,islamibankbd.com
Jamuna Bank,Bangladesh,Banking,www.jamunabankbd.com
Jamuna Group,Bangladesh,"Textiles, Chemicals, Construction, Leather, Engineering, Beverages, Media, Advertisement, Electronics",jamunagroup.com.bd
Jamuna Oil Company,Bangladesh,Petroleum,jamunaoil.gov.bd
Khulna Shipyard,Bangladesh,Shipbuilding Ship Engineering,khulnashipyard.com
Mask Associates,Bangladesh,"Jute Trade, Manufacture",http://mask.associates/
Meghna Group of Industries,Bangladesh,Conglomerate,meghnagroup.biz
Meghna Group,Bangladesh,"Automobile, Bicycle, Cement, Packaging, Textile, Garments, Distribution, Retail, Information Technology",www.meghnagroup.com.bd
Monsoon Films,Bangladesh,Entertainment,monsoonfilmsbd.com
Nasir Group,Bangladesh,Conglomerate,www.nasirgroup.com.bd
Nassa Group,Bangladesh,Conglomerate,nassagroup.org
Opsonin Pharma Limited,Bangladesh,Pharmaceutical,www.opsonin-pharma.com
Orion Group (Bangladesh),Bangladesh,"Pharmaceuticals, Cosmetics & Toiletries, Infrastructure Development, Real Estate, Engineering, Power, Agribusiness, Hospitality, Textiles, Aviation",www.orion-group.net
Padma Oil Company,Bangladesh,Petroleum,pocl.gov.bd
Paradise Group of Industries,Bangladesh,"Electrical Cable, Light Engineering, Textile, Real-Estate, Telecom (Isp), Technology (Ieg And Isp), Electrical Accessories, Insurance, Education And Hospitality",http://www.paradisecables.com
Partex Group,Bangladesh,Conglomerate,"www.partexgroup.com, www.partex.net, www.partexstargroup.com."
Petrobangla,Bangladesh,Oil And Gas Industry,www.petrobangla.org.bd
Pragoti,Bangladesh,Automotive,pragotiindustries.gov.bd
Pride Group,Bangladesh,"Fashion, Textile , [Retail]",www.pride-grp.com
Prime Bank Limited,Bangladesh,Banking,primebank.com.bd
Pubali Bank,Bangladesh,"Banking, Financial Services",http://www.pubalibangla.com/
Rangs Group,Bangladesh,"Automobile, Electronics, Real Estate, Shipping, Pharmaceuticals, Food & Beverage",www.rangsgroup.com
RanksTel,Bangladesh,Telecom,rankstelecom.com
Renata Limited,Bangladesh,Pharmaceutical,renata-ltd.com
REVE Systems,Bangladesh,"Telecommunications, Software",revesoft.com
Runner Automobiles,Bangladesh,Automotive,www.runnerbd.com
Rupali Bank,Bangladesh,Bankingfinancial Services,rupalibank.org
S. Alam Group of Industries,Bangladesh,Conglomerate,www.s.alamgroupbd.com
Sheltech,Bangladesh,Real Estate Development,www.sheltech-bd.com
Sonali Bank,Bangladesh,Bankingfinancial Services,sonalibank.com.bd
Southeast Bank Limited,Bangladesh,"Banking, Financial Services",www.southeastbank.com.bd
Square Pharmaceuticals,Bangladesh,Pharmaceutical,squarepharma.com.bd
Summit Group,Bangladesh,"Communication, Trading, Energy & Power, Shipping",www.summitpowerinternational.com
T K Group of Industries,Bangladesh,Conglomerate,tkgroupbd.net
TeleTalk,Bangladesh,Telecommunication,www.teletalk.com.bd
The ACME Laboratories Ltd,Bangladesh,Pharmaceutical,www.acmeglobal.com
Transcom Group,Bangladesh,Conglomerate,transcombd.com
Trust Bank Limited (Bangladesh),Bangladesh,Banking,www.tblbd.com
United Finance,Bangladesh,Finance,unitedfinance.com.bd
Uttara Bank,Bangladesh,Banking,www.uttarabank-bd.com
Walton Group,Bangladesh,Conglomerate,waltonbd.com
Western Marine Shipyard,Bangladesh,Shipbuilding,wms.com.bd
Chefette,Barbados,Fast Food Restaurant,www.Chefette.com
CIBC FirstCaribbean International Bank,Barbados,Bank,www.cibc.com/fcib/
Columbus Communications,Barbados,"Television, Landline Services, Internet Service Provider, B2B, B2G",www.columbuscommunications.com[dead link]
Ozone Wireless,Barbados,Telecommunications [1],https://www.ozonewireless.com/
Sagicor Financial Corporation,Barbados,Financial Services,www.sagicor.com
A1 Belarus,Belarus,Telecommunications,A1.by
Aliasworlds Entertainment,Belarus,Video Games,aliasworlds.com
Awem,Belarus,Computer Softwarecasual Games,awem.com
BelaPAN,Belarus,News Agency,www.belapan.com
Belarusbank,Belarus,"Banking, Financial Services",www.belarusbank.by
BelAZ,Belarus,Automotive,belaz.by
BelMarket,Belarus,"Retail, General Merchandise",http://www.bel-market.by
Beltelecom,Belarus,Telecommunications,www.beltelecom.by
Byelorussian Steel Works,Belarus,Steel,www.belsteel.com
Life Belarus (Telecom),Belarus,Mobile Telecommunications,life.com.by
Minsk (motorcycle),Belarus,Motorcycle Manufacturing,minsk-moto.by
Minsk Automobile Plant,Belarus,Automotive,maz.by/en
Minsk Tractor Works,Belarus,Tractors,www.belarus-tractor.com
Ablynx,Belgium,Biotechnology,www.ablynx.com
Ackermans & van Haaren,Belgium,Conglomerate Holding Company,avh.be
Ageas,Belgium,Financial Services,www.ageas.com
Agfa-Gevaert,Belgium,Imaging And It Company,www.agfa.com
Alpro,Belgium,Food Processing,www.alpro.com
Anheuser-Busch InBev,Belgium,"Drink, Brewing",www.ab-inbev.com
Aviapartner,Belgium,Aviation,www.aviapartner.aero
Barco (manufacturer),Belgium,Technology,www.barco.com
Base (company),Belgium,Graphic Design,basedesign.com
Befimmo,Belgium,Real Estate,http://www.befimmo.be
Bekaert,Belgium,"Manufacturing, Chemicals",bekaert.com
Belgian Beer Café,Belgium,"Restaurant, Beer Cafe",www.belgianbeercafe.com
Carmeuse,Belgium,Mining Company,www.carmeuse.com
Cartamundi,Belgium,"Casino, Collectibles, Games, Trading Cards, Packaging And Retail",cartamundi.com
Cavalier Chocolate,Belgium,Chocolatier,www.cavalier.be
Cofinimmo,Belgium,Real Estate,www.cofinimmo.com
Colruyt Group,Belgium,Retail,www.colruytgroup.com
Delhaize Group,Belgium,Retail,delhaizegroup.com
Ecover,Belgium,Consumer Products,www.ecover.com
Effortel,Belgium,Mobile Virtual Network Enabler (Mvne)Operator (Mvno),www.effortel.com
Eurogentec,Belgium,Biotechnology,www.eurogentec.com
EVS Broadcast Equipment,Belgium,Broadcast Technology,www.evs.com
Fluxys,Belgium,Oil And Gas,www.fluxys.com
Godiva Chocolatier,Belgium,Confectionery Production,www.godiva.com
Guylian,Belgium,Confectionery Production,http://www.guylian.be
IMEC,Belgium,"Nanoelectronics, Digital Technologies",imec-int.com
Jan De Nul,Belgium,"Dredging And Marine Services, Land Reclamation, Civil Engineering, Offshore Services, Environmental Services",www.jandenul.com
Janssen Pharmaceutica,Belgium,Pharmaceutical,JanssenPharmaceuticalsInc.com
Jonckheere,Belgium,Automotive,www.jonckheere.be
KBC Bank,Belgium,Financial Services,www.kbc.com
Keytrade Bank,Belgium,Finance And Insurance,https://www.keytradebank.be/
Kinepolis,Belgium,"Cinema, Film Distribution",www.kinepolis.com
Larian Studios,Belgium,Video Games,larian.com
Louis Delhaize Group,Belgium,Retail,www.louisdelhaize.com
Luciad,Belgium,Aviation Defense Securitysoftwaregeographic Information Systems (Gis),www.hexagongeospatial.com
Materialise NV,Belgium,3D Printing / Additive Manufacturing,http://www.materialise.com/
Metallo-Chimique,Belgium,Copper,metallo.com
Namahn,Belgium,Consulting Agency,namahn.com
Nyrstar,Belgium,Metallurgy,www.nyrstar.com
Option N.V.,Belgium,"Telecommunications, Wireless Technology",www.option.com
Proximus Group,Belgium,Telecommunications,www.proximus.com
Reynaers Aluminium,Belgium,Building Industry,www.reynaers.com
Ridley Bikes,Belgium,Bicycles,http://www.ridley-bikes.com
Septentrio,Belgium,Gnss,http://www.septentrio.com
Solvay S.A.,Belgium,Chemicals,www.solvay.com/en
Soudal,Belgium,Chemical,www.soudalgroup.com
Telenet (Belgium),Belgium,Telecommunications,www.telenet.be
Teleroute,Belgium,Transport & Logistics,teleroute.com
TiGenix,Belgium,Biotechnology,http://www.tigenix.com
Tractebel,Belgium,Energy,http://www.tractebel-engie.com
Truvo,Belgium,Local Search And Advertising,info.truvo.com
UCB (company),Belgium,Pharmaceuticals,www.ucb.com
Umicore,Belgium,Metals And Mining,www.umicore.com
Van Hool,Belgium,Automotive Manufactureautomotive Engineering,vanhool.com
Vanbreda International,Belgium,International Health Insurance,www.cignahealthbenefits.com
Vanparys,Belgium,Confectionery,www.vanparys.com
Vinçotte,Belgium,Accredited Inspection And Certification Organisation By Belac,www.vincotte.com
Belize Bank,Belize,Financial Services,www.belizebank.com
Belize Telemedia Limited,Belize,Telecommunications,belizetelemedia.net
Bacardi,Bermuda,Beverage,bacardilimited.com
Brookfield Infrastructure Partners,Bermuda,Infrastructure Asset Management,bip.brookfield.com
Catlin Group,Bermuda,Insurance/Reinsurance,www.catlin.com
Central European Media Enterprises,Bermuda,Media,www.cme.net
Frontline Ltd.,Bermuda,Oil Tanker Shipping,frontline.bm
Genpact,Bermuda,Professional Services,www.genpact.com
Golden Ocean Group,Bermuda,Shipping,www.goldenocean.no
Gosling Brothers,Bermuda,"Distilled Beverages, Imports, Exports, Retail",www.goslingsrum.com
Hiscox,Bermuda,Insurance,hiscoxgroup.com
HSBC Bank Bermuda,Bermuda,Finance And Insurance,www.hsbc.bm
Juniperus Capital,Bermuda,Hedge Fund (Collateralised Catastrophe Reinsurance And Insurance-Linked Securities),www.juniperuscapital.com
Nabors Industries,Bermuda,Oil & Gas Drilling,http://www.nabors.com
OneBeacon,Bermuda,Insurance,www.onebeacon.com
Orient Overseas (International) Limited,Bermuda,Shipping And Logistics,www.ooilgroup.com
Scorpion Offshore,Bermuda,Petroleum Industry,www.seadrill.com
Sea Containers,Bermuda,Passenger Transportleisuremarine Container Leasing,www.seacontainers.com
Seadrill,Bermuda,Petroleum Industry,www.seadrill.com
Signet Jewelers,Bermuda,Retail,signetjewelers.com
Tokio Millennium Re Ltd.,Bermuda,Reinsurance,www.tokiomillennium.com
Vostok Gas,Bermuda,Investments,www.vostokgas.com
Bhutan Broadcasting Service,Bhutan,Broadcasting,www.bbs.bt
Aluminij Mostar,Bosnia,Metals,www.aluminij.ba
Banjalučka Pivara,Bosnia,Beverages,banjaluckapivara.com
BH Telecom,Bosnia,Telecommunication,www.bhtelecom.ba
Bihaćka pivovara,Bosnia,Beverages,www.preminger.ba
Bingo (supermarket),Bosnia,Retail,bingotuzla.ba
Bosnalijek,Bosnia,Pharmaceutical,www.bosnalijek.ba/
Elektroprivreda Bosne i Hercegovine,Bosnia,Energy,elektroprivreda.ba
Elektroprivreda HZ HB,Bosnia,Energy,www.ephzhb.ba
Elektroprivreda Republike Srpske,Bosnia,Electric Utility,ers.ba
HT Mostar,Bosnia,Telecommunications,hteronet.ba
Robot (Bosna i Hercegovina),Bosnia,Retail,www.robot.ba
Sarajevo Tobacco Factory,Bosnia,Tobacco,www.fds.ba
Telekom Srpske,Bosnia,Telecommunications,mtel.ba
BancABC,Botswana,Financial Services,www.bancabc.com
Botswana Telecommunications Corporation,Botswana,Telecommunications,http://www.btc.bw/
Choppies,Botswana,"Retailing, Fast-Moving Consumer Goods",www.choppies.co.bw
Debswana,Botswana,Mining,Debswana.com
Letshego Holdings Limited,Botswana,Microfinance,www.letshego.com
AES Eletropaulo,Brazil,Electricity,www.eneldistribuicaosp.com.br
Agrale,Brazil,Automotive,www.agrale.com.br
AmBev,Brazil,Drink,www.ambev.com.br
América Latina Logística,Brazil,Logistics,rumolog.com
Andrade Gutierrez,Brazil,Conglomerate,www.andradegutierrez.com
Aracruz Celulose,Brazil,Pulp And Paper,www.aracruz.com.br
Avibras,Brazil,Defense,www.avibras.com.br/site/en
B2W,Brazil,Online Retailer,www.b2winc.com
Banco Bradesco,Brazil,Financial Services,banco.bradesco
Banco do Brasil,Brazil,Financial Services,bb.com.br
Banco Safra,Brazil,Finance And Insurance,www.safra.com.br
Banestes,Brazil,Finance And Insurance,www.banestes.com.br
Banrisul,Brazil,Financial Services,www.banrisul.com.br
Bob's,Brazil,Fast Food,http://www.bobs.com.br/
Bradespar,Brazil,Holding,www.bradespar.com.br
Brasil Kirin,Brazil,Drink,www.schincariol.com.br/
Brasil Telecom,Brazil,Telecommunications,www.brasiltelecom.com.br
Braskem,Brazil,Petrochemical,braskem.com
BRF S.A.,Brazil,Food Processing,brf-global.com
Busscar,Brazil,Automotive,http://www.busscar.com.br
Caixa Econômica Federal,Brazil,Financial Services,www.caixa.gov.br
Camargo Corrêa,Brazil,Conglomerate,www.moverpar.com.br
Casas Bahia,Brazil,Retail,www.casasbahia.com.br
CCR S.A.,Brazil,Transportation,grupoccr.com.br
Celesc,Brazil,Electricity,www.celesc.com.br
CEMIG,Brazil,Electricity,www.cemig.com.br
Cia. Hering,Brazil,Department Store,www.ciahering.com.br (company) www.hering.com.br (brand)
Cielo S.A.,Brazil,Financial Services,www.cielo.com.br
Comgás,Brazil,Oil And Gas Industry,www.comgas.com.br
Companhia Energética de São Paulo,Brazil,Electricity,www.cesp.com.br
Companhia Paulista de Força e Luz,Brazil,Electricity,www.cpfl.com.br
Companhia Siderúrgica Nacional,Brazil,Iron And Steel,www.csn.com.br [1]
Copel,Brazil,Electricitytelecommunications,www.copel.com
Cosan,Brazil,Conglomerate,www.cosan.com.br
CTEEP,Brazil,Electricity,www.cteep.com.br
Cyrela Brazil Realty,Brazil,Real Estate And Construction,www.cyrela.com.br
Del Vecchio (guitar maker),Brazil,Musical Instruments,delvecchio.com.br
Diagnosticos da America,Brazil,Healthcare,www.dasa.com.br
Duratex,Brazil,Engineered Wood,www.duratex.com.br
Eletrobras Furnas,Brazil,Electricity,furnas.com.br
Eletrobrás,Brazil,Electricity,eletrobras.com
Embraco,Brazil,Manufacturing,www.embraco.com
Embraer,Brazil,"Aerospace, Defense",embraer.com
Embratel,Brazil,Telecommunications,www.embratel.com.br
Empresa Brasileira de Pesquisa Agropecuária,Brazil,Agricultural Research; Agriculture,embrapa.br
Estrela (company),Brazil,Toys,www.estrela.com.br
Fibria,Brazil,Pulp,www.fibria.com.br
Gafisa,Brazil,Real Estate And Residential Construction,www.gafisa.com.br
Garoto,Brazil,Food Processing,www.garoto.com.br
Gerdau,Brazil,Iron And Steel,www.gerdau.com
GPA (company),Brazil,Retail,gpabr.com
Grupo Abril,Brazil,Media Conglomerate,grupoabril.com.br
Habib's,Brazil,Restaurants,www.habibs.com.br
Hypermarcas,Brazil,Pharmaceuticals,www.hyperapharma.com.br
IGB Eletrônica,Brazil,Electronics,www.igbeletronica.comwww.gradiente.com.br
Infraero,Brazil,Aviation,www.infraero.gov.br
Iochpe-Maxion,Brazil,Wheel Rail,www.iochpe-maxion.com.br
Ipiranga (company),Brazil,Filling Station,www.ipiranga.com.br
Itaú Unibanco,Brazil,"Banking, Financial Services",www.itau.com
Itaúsa,Brazil,Holding,www.itausa.com.br
Itautec,Brazil,Computer System Software It Services,www.itautec.com.br
JBS S.A.,Brazil,Food Processing,jbsglobal.comjbs.com.br
Klabin,Brazil,Paper Industry,www.klabin.com.br
Light S.A.,Brazil,Electricity,www.light.com.br
Lojas Americanas,Brazil,Department Store,lojasamericanas.com.br
Lojas Renner,Brazil,Department Store,www.lojasrenner.com.br
Lojas Riachuelo,Brazil,Department Store,riachuelo.com.br
Máquina de Vendas,Brazil,Retail,www.maquinadevendas.com.br
Marcopolo S.A.,Brazil,Automotive,www.marcopolo.com.br
Marfrig,Brazil,Food Processing,www.marfrig.com
MRS Logística,Brazil,Logistics,www.mrs.com.br
MRV Engenharia,Brazil,Construction & Real Estate,www.mrv.com.br
NET (telecommunications),Brazil,Telecommunications,net.com.br
O Boticário,Brazil,Cosmetics,www.boticario.com.br
Petrobras,Brazil,Petroleum Industry,www.petrobras.com.br
Rede S.A.,Brazil,Financial Services,www.userede.com.br
Rossi Residencial,Brazil,Construction & Real Estate,www.rossiresidencial.com.br
Sabesp,Brazil,Waste Management,www.sabesp.com.br
Serviço Federal de Processamento de Dados,Brazil,"Computer Software, It Services, It Consulting",http://www.serpro.gov.br
Suzano Papel e Celulose,Brazil,Pulp And Paper,www.suzano.com.br
Taurus (manufacturer),Brazil,Defense,taurusarmas.com.br (Brazil)taurususa.com (USA)
Tectoy,Brazil,"Toys, Video Games, Electronics",tectoy.com.br
Telefônica Vivo,Brazil,Telecommunications,www.telefonica.com.br
Troller Veículos Especiais,Brazil,Automotive,www.troller.com.br
Ultrapar,Brazil,Conglomerate,www.ultra.com.br
Universo Online,Brazil,Online Service Provider,uol.com.br
Vale (mining company),Brazil,Metals And Mining[1],www.vale.com
Vivo (telecommunications),Brazil,Telecommunications,vivo.com.br
Votorantim Group,Brazil,Conglomerate,www.votorantim.com.br
WEG Industries,Brazil,Industrial Engineering,www.weg.net
Telekom Brunei,Brunei,Telecommunications Industry,www.telbru.com.bn
Arsenal AD,Bulgaria,Defense,arsenal-bg.com
Balkanstroy,Bulgaria,General Contractor (Construction),Balkanstroy.com
Black Sea Studios,Bulgaria,Video Games,www.creative-assembly.com/
Blizoo,Bulgaria,Telecommunications,http://www.blizoo.bg/
Bulgarian Development Bank,Bulgaria,Financial Services,www.bbr.bg
Bulgarian Postbank,Bulgaria,Financial Services,www.postbank.bg
Bulgartabac,Bulgaria,Tobacco,www.bulgartabac.bg
Central Cooperative Bank,Bulgaria,Financial Services,www.ccbank.bg
Egmont Bulgaria,Bulgaria,Media Group,www.egmont.com
Haemimont Games,Bulgaria,Video Games,haemimontgames.com
Kremikovtzi AD,Bulgaria,Metalworking,http://www.kremikovtzi.com/
